number,incident_state,active,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,reassignment_required
INC0024352,New,True,0,0,True,Caller 2303,Opened by  17,29/4/2016 16:55,?,?,Updated by 908,29/4/2016 16:55,Phone,Location 143,Category 20,Subcategory 103,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 17:16,4/5/2016 18:07,0
INC0024354,Active,True,0,0,True,Caller 337,Opened by  124,29/4/2016 16:56,Created by 58,29/4/2016 16:58,Updated by 241,29/4/2016 16:58,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:17,4/5/2016 18:07,1
INC0024356,New,True,0,0,True,Caller 3144,Opened by  221,29/4/2016 17:00,?,?,Updated by 908,29/4/2016 17:00,Phone,Location 54,Category 20,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 103,29/4/2016 17:06,4/5/2016 17:07,0
INC0024358,Active,True,0,0,True,Caller 1689,Opened by  124,29/4/2016 17:01,Created by 58,29/4/2016 17:02,Updated by 241,29/4/2016 17:02,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:18,4/5/2016 18:07,1
INC0024359,Resolved,True,0,0,True,Caller 4633,Opened by  62,29/4/2016 17:04,?,?,Updated by 908,29/4/2016 17:04,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 32,?,4/5/2016 18:07,0
INC0024360,Active,True,0,0,True,Caller 3586,Opened by  109,29/4/2016 17:04,Created by 51,29/4/2016 17:06,Updated by 213,29/4/2016 17:06,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,29/4/2016 17:11,4/5/2016 18:07,0
INC0024361,Active,True,0,0,True,Caller 166,Opened by  109,29/4/2016 17:06,Created by 51,29/4/2016 17:07,Updated by 213,29/4/2016 17:07,Phone,Location 204,Category 54,Subcategory 177,Symptom 494,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,29/4/2016 17:12,4/5/2016 18:07,0
INC0024363,Active,True,0,0,True,Caller 4366,Opened by  109,29/4/2016 17:08,Created by 51,29/4/2016 17:10,Updated by 213,29/4/2016 17:10,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,29/4/2016 17:13,4/5/2016 18:07,0
INC0024365,New,True,0,0,True,Caller 4599,Opened by  221,29/4/2016 17:09,?,?,Updated by 908,29/4/2016 17:09,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 103,29/4/2016 17:13,4/5/2016 18:07,0
INC0024366,New,True,0,0,True,Caller 1493,Opened by  62,29/4/2016 17:09,Created by 33,29/4/2016 17:15,Updated by 133,29/4/2016 17:15,Phone,Location 204,Category 46,Subcategory 88,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 188,29/4/2016 17:53,4/5/2016 18:07,0
INC0024368,New,True,0,0,True,Caller 3565,Opened by  62,29/4/2016 17:14,?,?,Updated by 908,29/4/2016 17:14,Phone,Location 108,Category 46,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 23,26/5/2016 08:40,31/5/2016 09:07,1
INC0024370,New,True,0,0,True,Caller 5516,Opened by  17,29/4/2016 17:16,?,?,Updated by 908,29/4/2016 17:16,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 17:31,4/5/2016 18:07,0
INC0024371,Resolved,True,0,0,True,Caller 5332,Opened by  108,29/4/2016 17:16,?,?,Updated by 908,29/4/2016 17:16,Phone,Location 51,Category 26,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 52,?,4/5/2016 18:07,0
INC0024373,Active,True,0,0,True,Caller 5412,Opened by  55,29/4/2016 17:27,?,?,Updated by 908,29/4/2016 17:27,Phone,Location 51,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 27,29/4/2016 17:44,4/5/2016 18:07,0
INC0024375,New,True,0,0,True,Caller 1441,Opened by  58,29/4/2016 17:31,Created by 31,29/4/2016 17:48,Updated by 131,29/4/2016 17:48,Phone,Location 179,Category 46,Subcategory 231,Symptom 263,?,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 234,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 213,4/5/2016 17:57,9/5/2016 18:07,1
INC0024376,New,True,0,0,True,Caller 4020,Opened by  17,29/4/2016 17:35,?,?,Updated by 908,29/4/2016 17:35,Phone,Location 93,Category 37,Subcategory 123,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 17:41,4/5/2016 18:07,0
INC0024377,Resolved,True,0,0,True,Caller 2602,Opened by  62,29/4/2016 17:48,?,?,Updated by 908,29/4/2016 17:48,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 32,?,4/5/2016 18:07,0
INC0024378,New,True,0,0,True,Caller 1185,Opened by  58,29/4/2016 17:52,Created by 31,29/4/2016 17:57,Updated by 131,29/4/2016 17:57,Phone,Location 93,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,2/5/2016 10:03,7/5/2016 10:07,0
INC0024379,New,True,0,0,True,Caller 707,Opened by  221,29/4/2016 17:56,Created by 98,29/4/2016 18:00,Updated by 429,29/4/2016 18:00,Phone,Location 144,Category 46,Subcategory 251,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 101,False,False,Do Not Notify,?,?,?,?,code 8,Resolved by 91,2/5/2016 17:24,7/5/2016 18:07,1
INC0024381,Active,True,0,0,True,Caller 5125,Opened by  124,29/4/2016 18:00,Created by 58,29/4/2016 18:01,Updated by 241,29/4/2016 18:01,Phone,Location 93,Category 24,Subcategory 228,Symptom 101,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,3/5/2016 11:57,8/5/2016 12:07,0
INC0024382,New,True,0,0,True,Caller 5332,Opened by  108,29/4/2016 18:06,?,?,Updated by 908,29/4/2016 18:06,Phone,Location 51,Category 26,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,3/6/2016 16:31,8/6/2016 17:07,1
INC0024383,New,True,0,0,True,Caller 3598,Opened by  17,29/4/2016 18:07,?,?,Updated by 908,29/4/2016 18:07,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 18:14,4/5/2016 19:07,0
INC0024384,New,True,0,0,True,Caller 3959,Opened by  62,29/4/2016 18:08,Created by 33,29/4/2016 18:27,Updated by 133,29/4/2016 18:27,Phone,Location 161,Category 57,Subcategory 159,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,5/5/2016 12:24,10/5/2016 13:07,1
INC0024385,New,True,0,0,True,Caller 93,Opened by  58,29/4/2016 18:16,?,?,Updated by 908,29/4/2016 18:16,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 29,29/4/2016 18:27,4/5/2016 19:07,0
INC0024386,Awaiting User Info,True,0,0,True,Caller 3598,Opened by  221,29/4/2016 18:20,Created by 98,29/4/2016 18:22,Updated by 429,29/4/2016 18:22,Phone,Location 143,Category 28,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 4,Resolved by 62,4/5/2016 12:57,9/5/2016 13:07,1
INC0024387,New,True,0,0,True,Caller 251,Opened by  305,29/4/2016 18:37,Created by 130,29/4/2016 19:05,Updated by 578,29/4/2016 19:05,Phone,Location 204,Category 57,Subcategory 159,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 140,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,3/5/2016 11:56,8/5/2016 12:07,1
INC0024388,New,True,0,0,True,Caller 3024,Opened by  17,29/4/2016 18:46,?,?,Updated by 908,29/4/2016 18:46,Phone,Location 161,Category 26,Subcategory 164,Symptom 295,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 19:33,4/5/2016 20:07,0
INC0024389,New,True,0,0,True,Caller 3674,Opened by  221,29/4/2016 19:00,?,?,Updated by 908,29/4/2016 19:00,Phone,Location 43,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 103,29/4/2016 19:03,4/5/2016 19:07,0
INC0024391,New,True,0,0,True,Caller 2188,Opened by  58,29/4/2016 19:26,?,?,Updated by 908,29/4/2016 19:26,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 29,29/4/2016 19:42,4/5/2016 20:07,0
INC0024392,Resolved,True,0,0,True,Caller 1413,Opened by  62,29/4/2016 19:44,?,?,Updated by 908,29/4/2016 19:44,Phone,Location 55,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,4/5/2016 20:07,0
INC0024393,New,True,0,0,True,Caller 3898,Opened by  305,29/4/2016 19:46,?,?,Updated by 908,29/4/2016 19:46,Phone,Location 51,Category 32,Subcategory 300,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,2/5/2016 14:19,7/5/2016 15:07,0
INC0024394,New,True,0,0,True,Caller 1102,Opened by  62,29/4/2016 19:54,Created by 33,29/4/2016 20:18,Updated by 133,29/4/2016 20:18,Phone,Location 143,Category 53,Subcategory 226,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 78,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 71,2/5/2016 11:09,7/5/2016 11:10,1
INC0024395,New,True,0,0,True,Caller 1102,Opened by  62,29/4/2016 20:19,?,?,Updated by 908,29/4/2016 20:19,Phone,Location 143,Category 53,Subcategory 80,Symptom 296,?,2 - Medium,2 - Medium,3 - Moderate,Group 19,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,3/5/2016 11:55,8/5/2016 12:07,1
INC0024396,New,True,0,0,True,Caller 4518,Opened by  305,29/4/2016 20:23,Created by 130,29/4/2016 23:12,Updated by 578,29/4/2016 23:12,Phone,Location 143,Category 57,Subcategory 170,?,?,1 - High,2 - Medium,2 - High,Group 65,Resolver 236,False,False,Do Not Notify,?,?,?,?,code 5,Resolved by 215,2/5/2016 08:44,7/5/2016 09:07,1
INC0024397,New,True,0,0,True,Caller 4605,Opened by  58,29/4/2016 21:06,?,?,Updated by 908,29/4/2016 21:06,Phone,Location 204,Category 57,Subcategory 170,Symptom 296,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 29,29/4/2016 21:12,4/5/2016 22:07,1
INC0024398,New,True,0,0,True,Caller 3928,Opened by  58,29/4/2016 21:12,?,?,Updated by 908,29/4/2016 21:12,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 29,29/4/2016 21:23,4/5/2016 22:07,0
INC0024399,New,True,0,0,True,Caller 1531,Opened by  20,29/4/2016 21:13,Created by 12,29/4/2016 21:14,Updated by 53,29/4/2016 21:14,Phone,Location 204,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 58,Resolver 76,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 69,2/5/2016 08:10,7/5/2016 09:07,0
INC0024400,New,True,0,0,True,Caller 104,Opened by  20,29/4/2016 22:14,Created by 12,29/4/2016 22:16,Updated by 53,29/4/2016 22:16,Phone,Location 15,Category 42,Subcategory 31,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 64,31/5/2016 10:26,5/6/2016 11:07,0
INC0024401,New,True,0,0,True,Caller 5588,Opened by  58,29/4/2016 22:24,?,?,Updated by 908,29/4/2016 22:24,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 29,29/4/2016 22:48,4/5/2016 23:07,0
INC0024403,New,True,0,0,True,Caller 5012,Opened by  94,29/4/2016 23:39,?,?,Updated by 908,29/4/2016 23:39,Phone,Location 179,Category 53,Subcategory 80,Symptom 391,?,2 - Medium,2 - Medium,3 - Moderate,Group 19,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,5/5/2016 12:30,10/5/2016 13:07,1
INC0024404,New,True,0,0,True,Caller 5012,Opened by  94,29/4/2016 23:50,?,?,Updated by 908,29/4/2016 23:50,Phone,Location 179,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,3/5/2016 12:50,8/5/2016 13:07,0
INC0024405,New,True,0,0,True,Caller 1745,Opened by  305,29/4/2016 23:53,?,?,Updated by 908,29/4/2016 23:53,Phone,Location 204,Category 34,Subcategory 181,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 69,?,False,False,Do Not Notify,?,?,?,?,code 11,Resolved by 44,30/4/2016 03:31,5/5/2016 04:07,1
INC0024406,Active,True,0,0,True,Caller 3962,Opened by  94,30/4/2016 00:42,?,?,Updated by 908,30/4/2016 00:42,Phone,Location 173,Category 26,Subcategory 164,Symptom 594,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 44,30/4/2016 01:37,5/5/2016 02:07,0
INC0024407,New,True,0,0,True,Caller 4036,Opened by  390,30/4/2016 00:44,Created by 169,30/4/2016 00:48,Updated by 727,30/4/2016 00:48,Phone,Location 188,Category 46,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 51,Resolver 25,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 23,1/5/2016 01:26,2/5/2016 10:25,0
INC0024408,Active,True,0,0,True,Caller 2566,Opened by  94,30/4/2016 00:50,?,?,Updated by 908,30/4/2016 00:50,Phone,Location 161,Category 26,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 44,30/4/2016 01:43,5/5/2016 02:07,0
INC0024409,New,True,0,0,True,Caller 4036,Opened by  390,30/4/2016 00:55,Created by 169,30/4/2016 01:01,Updated by 727,30/4/2016 01:01,Phone,Location 188,Category 46,Subcategory 174,Symptom 152,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 176,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 159,5/5/2016 12:01,10/5/2016 12:07,1
INC0024410,New,True,0,0,True,Caller 3962,Opened by  94,30/4/2016 01:26,?,?,Updated by 908,30/4/2016 01:26,Phone,Location 173,Category 51,Subcategory 301,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,3/6/2016 16:29,8/6/2016 17:07,1
INC0024411,New,True,0,0,True,Caller 3207,Opened by  390,30/4/2016 01:26,?,?,Updated by 908,30/4/2016 01:26,Phone,Location 108,Category 32,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,3/5/2016 15:27,8/5/2016 16:07,1
INC0024412,Resolved,True,0,0,True,Caller 4605,Opened by  390,30/4/2016 01:34,Created by 169,30/4/2016 01:39,Updated by 727,30/4/2016 01:39,Phone,Location 204,Category 46,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 187,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,30/4/2016 01:39,5/5/2016 02:07,0
INC0024413,New,True,0,0,True,Caller 2293,Opened by  94,30/4/2016 01:54,?,?,Updated by 908,30/4/2016 01:54,Phone,Location 56,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,3/5/2016 14:39,8/5/2016 15:07,0
INC0024414,Resolved,True,0,0,True,Caller 1118,Opened by  390,30/4/2016 01:59,Created by 169,30/4/2016 02:04,Updated by 727,30/4/2016 02:04,Phone,Location 143,Category 37,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 187,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,30/4/2016 02:04,5/5/2016 02:07,0
INC0024415,Active,True,0,0,True,Caller 3827,Opened by  94,30/4/2016 02:04,?,?,Updated by 908,30/4/2016 02:04,Phone,Location 161,Category 26,Subcategory 164,Symptom 594,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,False,False,Do Not Notify,?,?,?,?,code 5,Resolved by 44,30/4/2016 02:44,5/5/2016 03:07,0
INC0024416,Active,True,0,0,True,Caller 4841,Opened by  94,30/4/2016 02:57,?,?,Updated by 908,30/4/2016 02:57,Phone,Location 161,Category 26,Subcategory 164,Symptom 594,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,False,False,Do Not Notify,?,?,?,?,code 5,Resolved by 44,30/4/2016 03:27,5/5/2016 04:07,0
INC0024417,New,True,0,0,True,Caller 4733,Opened by  94,30/4/2016 03:17,?,?,Updated by 908,30/4/2016 03:17,Phone,Location 56,Category 57,Subcategory 170,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 2,4/5/2016 17:05,9/5/2016 17:07,0
INC0024418,New,True,0,0,True,Caller 4054,Opened by  94,30/4/2016 05:43,Created by 45,30/4/2016 05:50,Updated by 177,30/4/2016 05:50,Phone,Location 161,Category 42,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,2/5/2016 10:56,7/5/2016 11:07,0
INC0024419,New,True,0,0,True,Caller 4036,Opened by  390,30/4/2016 05:45,Created by 169,30/4/2016 05:47,Updated by 727,30/4/2016 05:47,Phone,Location 188,Category 42,Subcategory 29,Symptom 491,?,1 - High,2 - Medium,2 - High,Group 55,Resolver 212,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 193,2/5/2016 14:56,7/5/2016 15:07,1
INC0024421,New,True,0,0,True,Caller 567,Opened by  17,30/4/2016 06:34,?,?,Updated by 908,30/4/2016 06:34,Phone,Location 143,Category 20,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 158,2/5/2016 11:06,7/5/2016 11:07,1
INC0024422,Active,True,0,0,True,Caller 542,Opened by  8,30/4/2016 06:50,?,?,Updated by 908,30/4/2016 06:50,Phone,Location 210,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 5,30/4/2016 06:56,5/5/2016 07:07,0
INC0024423,Active,True,0,0,True,Caller 4002,Opened by  8,30/4/2016 07:00,?,?,Updated by 908,30/4/2016 07:00,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 5,30/4/2016 07:25,5/5/2016 08:07,0
INC0024425,New,True,0,0,True,Caller 2596,Opened by  8,30/4/2016 07:25,Created by 6,30/4/2016 07:46,Updated by 21,30/4/2016 07:46,Phone,Location 204,Category 23,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 140,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,2/5/2016 16:19,7/5/2016 17:07,1
INC0024426,New,True,0,0,True,Caller 2191,Opened by  17,30/4/2016 07:26,Created by 10,30/4/2016 07:46,Updated by 44,30/4/2016 07:46,Phone,Location 204,Category 9,Subcategory 202,Symptom 70,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,2/6/2016 09:33,7/6/2016 10:07,0
INC0024427,New,True,0,0,True,Caller 5136,Opened by  8,30/4/2016 07:48,?,?,Updated by 908,30/4/2016 07:48,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 5,30/4/2016 08:46,5/5/2016 09:07,0
INC0024431,New,True,0,0,True,Caller 2719,Opened by  17,30/4/2016 08:22,?,?,Updated by 908,30/4/2016 08:22,Phone,Location 55,Category 53,Subcategory 114,Symptom 10,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 158,1/5/2016 21:21,6/5/2016 22:07,0
INC0024432,Active,True,0,0,True,Caller 2153,Opened by  17,30/4/2016 08:25,?,?,Updated by 908,30/4/2016 08:25,Phone,Location 54,Category 23,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 11,30/4/2016 08:39,5/5/2016 09:07,1
INC0024436,Active,True,0,0,True,Caller 663,Opened by  8,30/4/2016 09:03,?,?,Updated by 908,30/4/2016 09:03,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 5,30/4/2016 09:16,5/5/2016 10:07,0
INC0024440,New,True,0,0,True,Caller 5069,Opened by  131,30/4/2016 09:40,Created by 62,30/4/2016 09:45,Updated by 265,30/4/2016 09:45,Phone,Location 143,Category 53,Subcategory 303,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 236,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 215,2/5/2016 08:47,7/5/2016 09:07,1
INC0024441,New,True,0,0,True,Caller 1712,Opened by  8,30/4/2016 09:42,?,?,Updated by 908,30/4/2016 09:42,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 5,30/4/2016 10:08,5/5/2016 10:10,0
INC0024443,New,True,0,0,True,Caller 3261,Opened by  17,30/4/2016 09:49,Created by 10,30/4/2016 10:26,Updated by 44,30/4/2016 10:26,Phone,Location 143,Category 23,Subcategory 75,Symptom 250,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 78,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 71,2/5/2016 14:25,7/5/2016 15:07,1
INC0024444,New,True,0,0,True,Caller 2188,Opened by  17,30/4/2016 10:03,?,?,Updated by 908,30/4/2016 10:03,Phone,Location 204,Category 53,Subcategory 114,Symptom 296,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,3/5/2016 14:07,8/5/2016 14:10,1
