opened_by,contact_type,location,category,subcategory,u_symptom,assignment_group,reassignment_required,opened_at_dt,opened_hour,opened_day_of_week,opened_month,opened_is_weekend,impact_encoded,urgency_encoded,priority_encoded
Opened by  24,Phone,Location 108,Category 37,Subcategory 135,Symptom 118,Group 47,0,2016-05-04 09:33:00,9,2,5,0,2,3,3
Opened by  501,Phone,Location 204,Category 61,Subcategory 36,,Group 72,1,2016-05-04 09:38:00,9,2,5,0,2,2,2
Opened by  168,Phone,Location 161,Category 24,Subcategory 174,Symptom 491,Group 24,0,2016-05-04 09:38:00,9,2,5,0,2,2,2
Opened by  131,Phone,Location 93,Category 37,Subcategory 135,Symptom 87,Group 70,0,2016-05-04 09:40:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 93,Category 44,Subcategory 174,Symptom 491,Group 5,1,2016-05-04 09:41:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-05-04 09:41:00,9,2,5,0,2,2,2
Opened by  24,Phone,Location 204,Category 37,Subcategory 135,Symptom 127,Group 70,0,2016-05-04 09:45:00,9,2,5,0,2,2,2
Opened by  501,Phone,Location 51,Category 23,Subcategory 75,,Group 20,1,2016-05-04 09:45:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 23,Subcategory 174,Symptom 491,Group 20,1,2016-05-04 09:47:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 26,Subcategory 275,Symptom 474,Group 70,1,2016-05-04 09:50:00,9,2,5,0,2,2,2
Opened by  24,Phone,Location 136,Category 42,Subcategory 223,Symptom 65,Group 70,0,2016-05-04 09:51:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 111,Category 32,Subcategory 9,,Group 70,1,2016-05-04 09:53:00,9,2,5,0,2,2,2
Opened by  24,Phone,Location 55,Category 32,Subcategory 9,Symptom 105,Group 70,0,2016-05-04 09:57:00,9,2,5,0,2,2,2
Opened by  501,Phone,Location 161,Category 46,Subcategory 247,,Group 57,0,2016-05-04 10:00:00,10,2,5,0,2,2,2
Opened by  17,Phone,Location 42,Category 53,Subcategory 174,Symptom 491,Group 29,1,2016-05-04 10:01:00,10,2,5,0,2,2,2
Opened by  24,Phone,Location 229,Category 42,Subcategory 223,Symptom 65,Group 70,0,2016-05-04 10:03:00,10,2,5,0,2,2,2
Opened by  239,Phone,Location 111,Category 19,Subcategory 163,Symptom 454,Group 69,1,2016-05-04 10:06:00,10,2,5,0,2,2,2
Opened by  40,Phone,Location 143,Category 37,Subcategory 135,Symptom 118,Group 48,0,2016-05-04 10:06:00,10,2,5,0,2,2,2
Opened by  301,Phone,Location 161,Category 9,Subcategory 164,Symptom 571,Group 24,0,2016-05-04 10:09:00,10,2,5,0,2,2,2
Opened by  17,Phone,Location 55,Category 57,Subcategory 170,Symptom 10,Group 56,1,2016-05-04 10:10:00,10,2,5,0,2,2,2
Opened by  24,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 10:11:00,10,2,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 26,Subcategory 175,,Group 70,0,2016-05-04 10:12:00,10,2,5,0,2,2,2
Opened by  501,Phone,Location 143,Category 26,Subcategory 175,,Group 70,1,2016-05-04 10:15:00,10,2,5,0,2,2,2
Opened by  301,Phone,Location 161,Category 32,Subcategory 174,Symptom 491,Group 70,1,2016-05-04 10:17:00,10,2,5,0,2,2,2
Opened by  247,Phone,Location 135,Category 57,Subcategory 270,,Group 34,1,2016-05-04 10:18:00,10,2,5,0,2,2,2
Opened by  501,Phone,Location 51,Category 44,Subcategory 174,,Group 5,1,2016-05-04 10:22:00,10,2,5,0,2,2,2
Opened by  40,Phone,Location 15,Category 37,Subcategory 123,Symptom 118,Group 44,0,2016-05-04 10:23:00,10,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 10:25:00,10,2,5,0,2,2,2
Opened by  468,Phone,Location 93,Category 42,Subcategory 223,Symptom 491,Group 70,1,2016-05-04 10:27:00,10,2,5,0,2,2,2
Opened by  62,Phone,Location 143,Category 37,Subcategory 174,,Group 48,0,2016-05-04 10:32:00,10,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 23,Subcategory 174,Symptom 491,Group 20,1,2016-05-04 10:33:00,10,2,5,0,2,2,2
Opened by  131,Phone,Location 107,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-04 10:35:00,10,2,5,0,2,2,2
Opened by  239,Phone,Location 93,Category 26,Subcategory 175,Symptom 120,Group 70,0,2016-05-04 10:36:00,10,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 53,Subcategory 303,Symptom 598,Group 70,0,2016-05-04 10:40:00,10,2,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 46,Subcategory 231,Symptom 491,Group 37,1,2016-05-04 10:40:00,10,2,5,0,2,2,2
Opened by  131,Phone,Location 161,Category 9,Subcategory 164,Symptom 491,Group 24,0,2016-05-04 10:42:00,10,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 61,Subcategory 36,Symptom 491,Group 73,1,2016-05-04 10:42:00,10,2,5,0,2,2,2
Opened by  24,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,Group 70,1,2016-05-04 10:42:00,10,2,5,0,2,2,2
Opened by  501,Phone,Location 161,Category 46,Subcategory 223,,,0,2016-05-04 10:43:00,10,2,5,0,2,2,2
Opened by  131,Phone,Location 161,Category 61,Subcategory 36,Symptom 491,Group 73,1,2016-05-04 10:44:00,10,2,5,0,2,2,2
Opened by  40,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 10:45:00,10,2,5,0,2,2,2
Opened by  131,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,,1,2016-05-04 10:46:00,10,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 35,Subcategory 28,Symptom 506,Group 70,0,2016-05-04 10:47:00,10,2,5,0,2,2,2
Opened by  12,Phone,Location 204,Category 42,Subcategory 223,Symptom 494,Group 70,1,2016-05-04 10:48:00,10,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 37,Subcategory 189,Symptom 491,Group 25,1,2016-05-04 10:48:00,10,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 57,Subcategory 170,Symptom 491,Group 65,1,2016-05-04 10:48:00,10,2,5,0,2,2,2
Opened by  453,Phone,Location 18,Category 8,Subcategory 291,,Group 55,1,2016-05-04 10:56:00,10,2,5,0,3,3,4
Opened by  239,Phone,Location 161,Category 23,Subcategory 75,Symptom 250,Group 20,1,2016-05-04 10:57:00,10,2,5,0,2,2,2
Opened by  239,Phone,Location 161,Category 53,Subcategory 303,Symptom 491,Group 70,1,2016-05-04 11:02:00,11,2,5,0,2,2,2
Opened by  239,Phone,Location 161,Category 23,Subcategory 75,Symptom 250,Group 20,1,2016-05-04 11:03:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 247,Category 37,Subcategory 174,Symptom 491,Group 70,0,2016-05-04 11:04:00,11,2,5,0,2,2,2
Opened by  501,Phone,Location 161,Category 46,Subcategory 223,,Group 37,0,2016-05-04 11:04:00,11,2,5,0,2,2,2
Opened by  40,Phone,Location 93,Category 46,Subcategory 150,Symptom 491,Group 10,1,2016-05-04 11:04:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 53,Subcategory 153,Symptom 491,Group 51,1,2016-05-04 11:05:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 42,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-04 11:07:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 32,Subcategory 9,Symptom 491,Group 70,0,2016-05-04 11:07:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 26,Subcategory 275,,Group 70,1,2016-05-04 11:08:00,11,2,5,0,2,2,2
Opened by  301,Phone,Location 143,Category 57,Subcategory 170,Symptom 244,Group 65,0,2016-05-04 11:08:00,11,2,5,0,2,2,2
Opened by  501,Phone,Location 93,Category 53,Subcategory 174,,Group 57,1,2016-05-04 11:09:00,11,2,5,0,2,2,2
Opened by  131,Phone,Location 161,Category 61,Subcategory 16,Symptom 491,Group 73,0,2016-05-04 11:11:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 26,Subcategory 174,,Group 70,0,2016-05-04 11:11:00,11,2,5,0,2,2,2
Opened by  131,Phone,Location 143,Category 57,Subcategory 170,Symptom 514,Group 65,0,2016-05-04 11:20:00,11,2,5,0,2,2,2
Opened by  239,Phone,Location 55,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 11:22:00,11,2,5,0,2,2,2
Opened by  40,Phone,Location 93,Category 26,Subcategory 275,Symptom 371,Group 70,1,2016-05-04 11:25:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 26,Subcategory 174,,Group 70,0,2016-05-04 11:25:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 41,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-04 11:30:00,11,2,5,0,2,2,2
Opened by  40,Phone,Location 93,Category 35,Subcategory 28,Symptom 506,Group 70,0,2016-05-04 11:34:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 41,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-04 11:34:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 41,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-04 11:34:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 41,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-04 11:35:00,11,2,5,0,2,2,2
Opened by  108,Phone,Location 161,Category 42,Subcategory 223,Symptom 532,Group 70,0,2016-05-04 11:39:00,11,2,5,0,2,2,2
Opened by  40,Phone,Location 204,Category 35,Subcategory 28,Symptom 506,Group 70,0,2016-05-04 11:40:00,11,2,5,0,2,2,2
Opened by  239,Phone,Location 93,Category 42,Subcategory 223,Symptom 491,Group 70,1,2016-05-04 11:42:00,11,2,5,0,2,2,2
Opened by  40,Phone,Location 206,Category 37,Subcategory 135,Symptom 127,Group 70,0,2016-05-04 11:45:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,Group 70,1,2016-05-04 11:46:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 57,Subcategory 170,Symptom 491,Group 65,1,2016-05-04 11:49:00,11,2,5,0,3,3,4
Opened by  17,Phone,Location 204,Category 46,Subcategory 223,Symptom 491,Group 31,0,2016-05-04 11:53:00,11,2,5,0,2,2,2
Opened by  501,Phone,Location 224,Category 53,Subcategory 174,,Group 76,1,2016-05-04 11:56:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 32,Subcategory 9,,Group 70,0,2016-05-04 11:56:00,11,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,Group 69,1,2016-05-04 12:01:00,12,2,5,0,2,2,2
Opened by  239,Phone,Location 143,Category 32,Subcategory 174,Symptom 491,Group 70,0,2016-05-04 12:04:00,12,2,5,0,2,2,2
Opened by  501,Phone,Location 70,Category 20,Subcategory 174,,Group 70,1,2016-05-04 12:05:00,12,2,5,0,2,2,2
Opened by  108,Phone,Location 204,Category 57,Subcategory 170,,Group 65,1,2016-05-04 12:06:00,12,2,5,0,2,2,2
Opened by  131,Phone,Location 93,Category 42,Subcategory 223,Symptom 532,Group 70,0,2016-05-04 12:06:00,12,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 53,Subcategory 46,Symptom 491,Group 76,0,2016-05-04 12:07:00,12,2,5,0,2,2,2
Opened by  55,Phone,Location 161,Category 42,Subcategory 223,Symptom 491,Group 70,0,2016-05-04 12:13:00,12,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 42,Subcategory 223,Symptom 491,Group 70,0,2016-05-04 12:19:00,12,2,5,0,2,2,2
Opened by  17,Phone,Location 93,Category 32,Subcategory 9,,Group 70,0,2016-05-04 12:19:00,12,2,5,0,2,2,2
Opened by  131,Phone,Location 161,Category 53,Subcategory 303,Symptom 583,Group 70,1,2016-05-04 12:19:00,12,2,5,0,2,2,2
Opened by  46,Phone,Location 165,Category 57,Subcategory 170,Symptom 244,Group 65,0,2016-05-04 12:31:00,12,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 32,Subcategory 9,Symptom 105,Group 70,0,2016-05-04 12:32:00,12,2,5,0,2,2,2
Opened by  108,Phone,Location 51,Category 44,Subcategory 174,,Group 5,1,2016-05-04 12:33:00,12,2,5,0,2,2,2
Opened by  180,Phone,Location 204,Category 42,Subcategory 223,Symptom 491,Group 70,1,2016-05-04 12:35:00,12,2,5,0,2,2,2
Opened by  55,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 12:41:00,12,2,5,0,2,2,2
Opened by  131,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 12:42:00,12,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 26,Subcategory 164,Symptom 387,Group 70,0,2016-05-04 12:45:00,12,2,5,0,2,2,2
Opened by  17,Phone,Location 165,Category 23,Subcategory 174,Symptom 491,Group 20,1,2016-05-04 12:46:00,12,2,5,0,2,2,2
Opened by  239,Phone,Location 108,Category 42,Subcategory 223,Symptom 491,Group 70,1,2016-05-04 12:47:00,12,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 23,Subcategory 174,,Group 20,1,2016-05-04 12:50:00,12,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 12:53:00,12,2,5,0,2,2,2
Opened by  17,Phone,Location 110,Category 53,Subcategory 82,Symptom 491,Group 76,1,2016-05-04 12:58:00,12,2,5,0,2,2,2
Opened by  501,Phone,Location 135,Category 53,Subcategory 130,,Group 76,1,2016-05-04 13:01:00,13,2,5,0,2,2,2
Opened by  301,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 13:06:00,13,2,5,0,2,2,2
Opened by  301,Phone,Location 204,Category 51,Subcategory 301,Symptom 592,Group 54,1,2016-05-04 13:12:00,13,2,5,0,2,2,2
Opened by  40,Phone,Location 161,Category 20,Subcategory 103,Symptom 116,Group 70,0,2016-05-04 13:13:00,13,2,5,0,2,2,2
Opened by  17,Phone,Location 136,Category 57,Subcategory 174,Symptom 491,Group 28,0,2016-05-04 13:13:00,13,2,5,0,2,2,2
Opened by  124,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,Group 70,1,2016-05-04 13:15:00,13,2,5,0,2,2,2
Opened by  108,Phone,Location 161,Category 35,Subcategory 28,Symptom 506,Group 70,1,2016-05-04 13:18:00,13,2,5,0,2,2,2
Opened by  239,Phone,Location 143,Category 53,Subcategory 80,Symptom 391,Group 19,0,2016-05-04 13:18:00,13,2,5,0,2,2,2
Opened by  40,Phone,Location 45,Category 26,Subcategory 175,Symptom 120,Group 70,1,2016-05-04 13:20:00,13,2,5,0,2,2,2
Opened by  62,Phone,Location 204,Category 42,Subcategory 223,,Group 70,0,2016-05-04 13:21:00,13,2,5,0,2,2,2
Opened by  124,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,Group 70,1,2016-05-04 13:21:00,13,2,5,0,2,2,2
Opened by  17,Phone,Location 93,Category 53,Subcategory 174,,Group 70,0,2016-05-04 13:22:00,13,2,5,0,2,2,2
Opened by  55,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,Group 70,0,2016-05-04 13:28:00,13,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 61,Subcategory 36,,Group 73,1,2016-05-04 13:29:00,13,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 24,Subcategory 174,Symptom 491,Group 24,0,2016-05-04 13:30:00,13,2,5,0,2,2,2
Opened by  403,Phone,Location 51,Category 42,Subcategory 29,,Group 55,0,2016-05-04 13:31:00,13,2,5,0,2,2,2
Opened by  108,Phone,Location 204,Category 53,Subcategory 114,Symptom 10,Group 66,1,2016-05-04 13:38:00,13,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 51,Subcategory 174,Symptom 491,Group 70,0,2016-05-04 13:41:00,13,2,5,0,2,2,2
Opened by  221,Phone,Location 93,Category 44,Subcategory 64,Symptom 491,Group 5,1,2016-05-04 13:44:00,13,2,5,0,2,2,2
Opened by  108,Phone,Location 204,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-04 13:45:00,13,2,5,0,2,2,2
Opened by  40,Phone,Location 161,Category 26,Subcategory 164,Symptom 387,Group 70,1,2016-05-04 13:45:00,13,2,5,0,2,2,2
Opened by  108,Phone,Location 82,Category 23,Subcategory 75,Symptom 376,Group 20,1,2016-05-04 13:49:00,13,2,5,0,2,2,2
Opened by  108,Phone,Location 82,Category 23,Subcategory 75,Symptom 467,Group 20,1,2016-05-04 13:49:00,13,2,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 46,Subcategory 212,Symptom 491,Group 33,0,2016-05-04 13:49:00,13,2,5,0,2,2,2
Opened by  55,Phone,Location 204,Category 35,Subcategory 28,Symptom 506,Group 70,0,2016-05-04 13:51:00,13,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 26,Subcategory 275,Symptom 474,Group 70,1,2016-05-04 13:52:00,13,2,5,0,2,2,2
Opened by  301,Phone,Location 161,Category 28,Subcategory 174,Symptom 491,Group 70,1,2016-05-04 13:55:00,13,2,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,Group 20,1,2016-05-04 13:58:00,13,2,5,0,2,2,2
Opened by  301,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 14:01:00,14,2,5,0,2,2,2
Opened by  221,Phone,Location 143,Category 20,Subcategory 174,Symptom 491,Group 70,1,2016-05-04 14:02:00,14,2,5,0,2,2,2
Opened by  360,Phone,Location 199,Category 46,Subcategory 223,,Group 55,0,2016-05-04 14:03:00,14,2,5,0,2,2,2
Opened by  108,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 14:03:00,14,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 26,Subcategory 275,Symptom 115,Group 70,1,2016-05-04 14:07:00,14,2,5,0,2,2,2
Opened by  55,Phone,Location 204,Category 42,Subcategory 183,Symptom 491,Group 54,0,2016-05-04 14:10:00,14,2,5,0,2,2,2
Opened by  386,Phone,Location 247,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-05-04 14:12:00,14,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 14:12:00,14,2,5,0,2,2,2
Opened by  24,Phone,Location 44,Category 42,Subcategory 223,Symptom 65,Group 70,1,2016-05-04 14:16:00,14,2,5,0,2,2,2
Opened by  221,Phone,Location 56,Category 23,Subcategory 3,,Group 20,1,2016-05-04 14:17:00,14,2,5,0,2,2,2
Opened by  108,Phone,Location 55,Category 42,Subcategory 223,,Group 70,1,2016-05-04 14:19:00,14,2,5,0,2,2,2
Opened by  239,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-05-04 14:20:00,14,2,5,0,2,2,2
Opened by  17,Phone,Location 51,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-04 14:21:00,14,2,5,0,2,2,2
Opened by  17,Phone,Location 131,Category 19,Subcategory 289,Symptom 86,Group 60,1,2016-05-04 14:25:00,14,2,5,0,2,2,2
Opened by  17,Phone,Location 160,Category 9,Subcategory 164,Symptom 471,Group 20,1,2016-05-04 14:29:00,14,2,5,0,2,2,2
Opened by  55,Phone,Location 204,Category 24,Subcategory 174,Symptom 491,Group 25,0,2016-05-04 14:29:00,14,2,5,0,2,2,2
Opened by  221,Phone,Location 165,Category 53,Subcategory 168,Symptom 491,Group 70,0,2016-05-04 14:30:00,14,2,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 32,Subcategory 9,,Group 70,0,2016-05-04 14:31:00,14,2,5,0,2,2,2
Opened by  142,Phone,Location 204,Category 57,Subcategory 174,Symptom 491,Group 25,1,2016-05-04 14:34:00,14,2,5,0,2,2,2
Opened by  24,Phone,Location 204,Category 26,Subcategory 164,Symptom 295,Group 70,0,2016-05-04 14:37:00,14,2,5,0,2,2,2
Opened by  17,Phone,Location 44,Category 9,Subcategory 164,Symptom 491,Group 29,0,2016-05-04 14:39:00,14,2,5,0,2,2,2
Opened by  55,Phone,Location 93,Category 26,Subcategory 275,Symptom 491,Group 70,0,2016-05-04 14:41:00,14,2,5,0,2,2,2
Opened by  17,Phone,Location 51,Category 61,Subcategory 36,Symptom 458,Group 73,0,2016-05-04 14:41:00,14,2,5,0,2,2,2
Opened by  17,Phone,Location 93,Category 37,Subcategory 123,Symptom 491,Group 70,0,2016-05-04 14:44:00,14,2,5,0,2,2,2
Opened by  17,Phone,Location 51,Category 26,Subcategory 275,Symptom 491,Group 70,0,2016-05-04 14:45:00,14,2,5,0,2,2,2
Opened by  221,Phone,Location 165,Category 61,Subcategory 36,Symptom 458,Group 74,1,2016-05-04 14:49:00,14,2,5,0,2,2,2
Opened by  55,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-05-04 14:51:00,14,2,5,0,2,2,2
Opened by  221,Phone,Location 165,Category 53,Subcategory 174,Symptom 491,,0,2016-05-04 14:51:00,14,2,5,0,2,2,2
Opened by  108,Phone,Location 224,Category 53,Subcategory 174,Symptom 491,Group 70,0,2016-05-04 14:51:00,14,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 14:52:00,14,2,5,0,2,2,2
Opened by  24,Phone,Location 108,Category 37,Subcategory 135,Symptom 127,Group 70,0,2016-05-04 14:54:00,14,2,5,0,2,2,2
Opened by  142,Phone,Location 204,Category 57,Subcategory 146,Symptom 491,Group 58,1,2016-05-04 14:59:00,14,2,5,0,2,2,2
Opened by  221,Phone,Location 165,Category 53,Subcategory 168,Symptom 11,Group 70,1,2016-05-04 15:02:00,15,2,5,0,2,2,2
Opened by  17,Phone,Location 51,Category 34,Subcategory 174,Symptom 491,Group 9,1,2016-05-04 15:02:00,15,2,5,0,2,2,2
Opened by  108,Phone,Location 93,Category 20,Subcategory 174,,Group 70,1,2016-05-04 15:05:00,15,2,5,0,2,2,2
Opened by  301,Phone,Location 96,Category 42,Subcategory 223,Symptom 534,Group 70,1,2016-05-04 15:07:00,15,2,5,0,2,2,2
Opened by  17,Phone,Location 51,Category 24,Subcategory 164,Symptom 491,Group 20,1,2016-05-04 15:10:00,15,2,5,0,2,2,2
Opened by  17,Phone,Location 51,Category 34,Subcategory 134,Symptom 465,Group 9,1,2016-05-04 15:10:00,15,2,5,0,2,2,2
Opened by  17,Phone,Location 51,Category 34,Subcategory 154,Symptom 491,Group 9,1,2016-05-04 15:10:00,15,2,5,0,2,2,2
Opened by  62,Phone,Location 204,Category 34,Subcategory 154,Symptom 491,Group 9,1,2016-05-04 15:10:00,15,2,5,0,2,2,2
Opened by  239,Phone,Location 161,Category 42,Subcategory 223,,Group 70,1,2016-05-04 15:11:00,15,2,5,0,2,2,2
Opened by  221,Phone,Location 93,Category 23,Subcategory 3,Symptom 491,Group 20,1,2016-05-04 15:12:00,15,2,5,0,2,2,2
Opened by  62,Phone,Location 93,Category 61,Subcategory 36,,Group 73,1,2016-05-04 15:12:00,15,2,5,0,2,2,2
Opened by  24,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 15:14:00,15,2,5,0,2,2,2
Opened by  108,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,Group 70,1,2016-05-04 15:15:00,15,2,5,0,2,2,2
Opened by  62,Phone,Location 93,Category 43,Subcategory 105,Symptom 491,Group 82,1,2016-05-04 15:17:00,15,2,5,0,2,2,2
Opened by  301,Phone,Location 108,Category 19,Subcategory 163,Symptom 454,Group 27,1,2016-05-04 15:19:00,15,2,5,0,2,2,2
Opened by  108,Phone,Location 204,Category 37,Subcategory 174,,Group 25,1,2016-05-04 15:23:00,15,2,5,0,2,2,2
Opened by  55,Phone,Location 204,Category 46,Subcategory 248,Symptom 267,Group 57,1,2016-05-04 15:23:00,15,2,5,0,2,2,2
Opened by  108,Phone,Location 93,Category 20,Subcategory 174,,Group 70,1,2016-05-04 15:26:00,15,2,5,0,2,2,2
Opened by  24,Phone,Location 93,Category 42,Subcategory 31,Symptom 424,Group 3,0,2016-05-04 15:31:00,15,2,5,0,2,2,2
Opened by  221,Phone,Location 204,Category 9,Subcategory 174,Symptom 491,Group 9,0,2016-05-04 15:32:00,15,2,5,0,2,2,2
Opened by  108,Phone,Location 161,Category 20,Subcategory 174,,Group 70,0,2016-05-04 15:33:00,15,2,5,0,2,2,2
Opened by  301,Phone,Location 39,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-04 15:34:00,15,2,5,0,2,2,2
Opened by  17,Phone,Location 51,Category 37,Subcategory 123,Symptom 127,Group 70,0,2016-05-04 15:36:00,15,2,5,0,2,2,2
Opened by  55,Phone,Location 55,Category 46,Subcategory 174,Symptom 491,Group 39,0,2016-05-04 15:40:00,15,2,5,0,2,2,2
Opened by  108,Phone,Location 204,Category 9,Subcategory 145,Symptom 491,Group 25,0,2016-05-04 15:41:00,15,2,5,0,2,2,2
